symbol,timeframe,timestamp,price,direction,tier,components
BTCUSDT,15m,2024-01-01 13:30:00,42777.1,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 13:30:00,42777.1,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 13:30:00,42777.1,LONG,2,detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 13:45:00,42753.9,NEUTRAL,3,detect_order_block_simple
BTCUSDT,15m,2024-01-01 13:45:00,42753.9,LONG,3,detect_fvg_simple
BTCUSDT,15m,2024-01-01 13:45:00,42753.9,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 13:45:00,42753.9,SHORT,3,bear_candle
BTCUSDT,15m,2024-01-01 13:45:00,42753.9,NEUTRAL,4,detect_order_block_simple;detect_fvg_simple;detect_equal_highs_lows_simple;bear_candle
BTCUSDT,15m,2024-01-01 14:00:00,42686.3,SHORT,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 14:00:00,42686.3,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 14:00:00,42686.3,SHORT,3,bear_candle
BTCUSDT,15m,2024-01-01 14:00:00,42686.3,SHORT,3,detect_bos_simple;detect_equal_highs_lows_simple;bear_candle
BTCUSDT,15m,2024-01-01 14:15:00,42658.3,SHORT,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 14:15:00,42658.3,SHORT,3,detect_fvg_simple
BTCUSDT,15m,2024-01-01 14:15:00,42658.3,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 14:15:00,42658.3,SHORT,3,bear_candle
BTCUSDT,15m,2024-01-01 14:15:00,42658.3,SHORT,4,detect_bos_simple;detect_fvg_simple;detect_equal_highs_lows_simple;bear_candle
BTCUSDT,15m,2024-01-01 14:30:00,42677.2,SHORT,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 14:30:00,42677.2,NEUTRAL,3,detect_order_block_simple
BTCUSDT,15m,2024-01-01 14:30:00,42677.2,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 14:30:00,42677.2,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 14:30:00,42677.2,NEUTRAL,4,detect_bos_simple;detect_order_block_simple;detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 14:45:00,42645.6,SHORT,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 14:45:00,42645.6,NEUTRAL,3,detect_order_block_simple
BTCUSDT,15m,2024-01-01 14:45:00,42645.6,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 14:45:00,42645.6,SHORT,3,bear_candle
BTCUSDT,15m,2024-01-01 14:45:00,42645.6,SHORT,4,detect_bos_simple;detect_order_block_simple;detect_equal_highs_lows_simple;bear_candle
BTCUSDT,15m,2024-01-01 15:00:00,42681.4,SHORT,3,detect_bos_simple
BTCUSDT,15m,2024-01-01 15:00:00,42681.4,NEUTRAL,3,detect_order_block_simple
BTCUSDT,15m,2024-01-01 15:00:00,42681.4,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 15:00:00,42681.4,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 15:00:00,42681.4,NEUTRAL,4,detect_bos_simple;detect_order_block_simple;detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 15:15:00,42715.0,NEUTRAL,3,detect_equal_highs_lows_simple
BTCUSDT,15m,2024-01-01 15:15:00,42715.0,LONG,3,bull_candle
BTCUSDT,15m,2024-01-01 15:15:00,42715.0,LONG,2,detect_equal_highs_lows_simple;bull_candle
BTCUSDT,15m,2024-01-01 15:30:00,42885.6,LONG,3,detect_bos_simple
